,genename,offtarget,# match within CDS,CDS,Gene,RNAseq,platename,Pos.Nr,Position,right size,no band,too big,too small,schmier
3940,Cre10.g431150,0.0,1.0,['2586'],['5360'],[],P4kCre81,77.0,E10,1.0,,,1.0,
3941,Cre10.g459500,0.0,1.0,['2073'],['7432'],"['2073', '2073']",P2kCre75,33.0,A5,0.0,1.0,,,
3942,Cre10.g452500,0.0,1.0,['3177'],['7281'],[],P4kCre83,70.0,F9,0.0,1.0,,,
3943,Cre10.g438000,0.0,1.0,['1545'],['2499'],[],P2kCre77,31.0,G4,1.0,,,,
3944,Cre10.g422600,0.0,1.0,['1452'],['4970'],['1452'],P2kCre77,27.0,C4,1.0,,,1.0,
3945,Cre10.g429300,0.0,1.0,['3450'],['4534'],[],P4kCre81,8.0,H1,1.0,,,,
3946,Cre10.g428150,0.0,1.0,['1875'],['5126'],[],P2kCre77,40.0,H5,1.0,,,,
3947,Cre10.g447350,0.0,1.0,['2982'],['6157'],[],P4kCre83,39.0,G5,1.0,,,,
3948,Cre10.g448700,0.0,1.0,['1926'],['5356'],[],P2kCre75,91.0,C12,1.0,,,,1.0
3949,Cre10.g427600,0.0,1.0,['1674'],['4003'],[],P2kCre77,34.0,B5,1.0,,,,
3950,Cre10.g429450,0.0,1.0,['3018'],['4088'],[],P4kCre83,45.0,E6,1.0,,,,
3951,Cre10.g457550,0.0,1.0,['1365'],['2752'],"['1372', '1514']",P2kCre75,68.0,D9,0.0,1.0,,,
3952,Cre10.g464037,0.0,1.0,['2220'],['3056'],[],P2kCre79,6.0,F1,1.0,,,,
3953,Cre10.g443550,0.0,1.0,['3216'],['8751'],['3216'],P4kCre81,39.0,G5,1.0,,,,
3954,Cre10.g454300,0.0,1.0,['3147'],['6211'],[],P4kCre83,66.0,B9,1.0,,,1.0,
3955,Cre10.g455850,0.0,1.0,['2331'],['7849'],[],P2kCre77,12.0,D2,1.0,,,1.0,
3956,Cre10.g431500,0.0,1.0,['3453'],['4482'],[],P4kCre81,46.0,F6,1.0,,,,
3957,Cre10.g462050,0.0,1.0,['2733'],['6605'],[],P4kCre83,1.0,A1,1.0,,,1.0,
3958,Cre04.g220387,0.0,1.0,['3624'],['4444'],[],,,,,,,,
3959,Cre04.g223050,0.0,1.0,['1140'],['3309'],['1140'],P2kCre75,57.0,A8,1.0,,,1.0,
3960,Cre04.g221301,0.0,1.0,['2817'],['4494'],[],P4kCre83,17.0,A3,1.0,,,1.0,1.0
3961,Cre04.g231222,0.0,1.0,['3003'],['12846'],['1740'],P4kCre83,43.0,C6,1.0,,,,
3962,Cre04.g219787,0.0,1.0,['1335'],['2477'],[],P2kCre77,93.0,E12,0.0,1.0,,,
3963,Cre04.g217948,0.0,1.0,['2637'],['3251'],[],P4kCre81,84.0,D11,0.0,1.0,,,
3964,Cre04.g217945,0.0,1.0,['1260'],['4159'],[],P2kCre73,75.0,C10,1.0,,,1.0,
3965,Cre04.g224650,0.0,1.0,['1500'],['5319'],"['1500', '1500']",P2kCre75,72.0,H9,0.0,1.0,,,
3966,Cre04.g230438,0.0,1.0,['3546'],['9475'],[],,,,,,,,
3967,Cre04.g224002,0.0,1.0,['3189'],['9275'],[],P4kCre81,36.0,D5,0.0,,,1.0,
3968,Cre12.g542450,0.0,1.0,['3534'],['8068'],[],P4kCre81,52.0,D7,0.0,1.0,,,
3969,Cre12.g494400,0.0,1.0,['1212'],['3461'],[],P2kCre75,59.0,C8,1.0,,,1.0,1.0
3970,Cre12.g492700,0.0,1.0,['1563'],['3703'],"['1563', '1712', '1563', '1689']",P2kCre75,76.0,D10,1.0,,,,
3971,Cre12.g512300,0.0,1.0,['3285'],['8011'],[],P4kCre83,90.0,B12,1.0,,,,
3972,Cre12.g514750,0.0,1.0,['1407'],['5179'],['1407'],P2kCre77,63.0,G8,1.0,,,,
3973,Cre12.g503800,0.0,1.0,['1767'],['5265'],[],P2kCre77,84.0,D11,0.0,1.0,,,1.0
3974,Cre12.g541250,0.0,1.0,['1020'],['3371'],"['1014', '1014', '1014', '1014', '1014']",P2kCre77,16.0,H2,0.0,1.0,,,
3975,Cre12.g501950,0.0,1.0,['3840'],['5605'],[],P4kCre81,59.0,C8,1.0,,,,
3976,Cre12.g507900,0.0,1.0,['2580'],['2969'],[],P4kCre81,75.0,C10,1.0,,,,
3977,Cre12.g536550,0.0,1.0,['2046'],['3139'],['2046'],P2kCre75,95.0,G12,1.0,,,,
3978,Cre12.g534200,0.0,1.0,['2520'],['4825'],[],P4kCre81,3.0,C1,1.0,,,,
3979,Cre12.g555500,0.0,1.0,['1419'],['2627'],[],P2kCre77,64.0,H8,0.0,1.0,,,
3980,Cre12.g530700,0.0,1.0,['1209'],['1209'],[],P2kCre73,71.0,G9,0.0,,,1.0,
3981,Cre12.g512450,0.0,1.0,['3480'],['4463'],[],,,,,,,,
3982,Cre12.g503100,0.0,1.0,['3000'],['3376'],[],P4kCre83,42.0,B6,1.0,,,1.0,
3983,Cre12.g555600,0.0,1.0,['3828'],['4853'],[],,,,,,,,
3984,Cre12.g526950,0.0,1.0,['2364'],['5593'],[],P2kCre75,47.0,G6,0.0,,,1.0,
3985,Cre12.g548350,0.0,1.0,['1200'],['2998'],['1200'],P2kCre73,69.0,E9,0.0,1.0,,,
3986,Cre12.g542550,0.0,1.0,['1920'],['4453'],[],P2kCre77,41.0,A6,1.0,,,,
3987,Cre12.g545750,0.0,1.0,['1497'],['2200'],[],P2kCre73,92.0,D12,1.0,,,,
3988,Cre12.g518900,0.0,1.0,['1137'],['3681'],"['1137', '1137']",P2kCre75,56.0,H7,0.0,1.0,,,
3989,Cre12.g512250,0.0,1.0,['3420'],[],[],,,,,,,,
3990,Cre12.g499300,0.0,1.0,['1986'],['4628'],['2203'],P2kCre75,31.0,G4,1.0,,,,
3991,Cre12.g553500,0.0,1.0,['2112'],['3700'],[],P2kCre75,34.0,B5,1.0,,,1.0,
3992,Cre12.g556000,0.0,1.0,['1785'],['4050'],[],P2kCre79,15.0,G2,0.0,1.0,,,
3993,Cre12.g484600,0.0,1.0,['2049'],['2740'],[],P2kCre77,1.0,A1,0.0,,,1.0,
3994,Cre12.g545950,0.0,1.0,['3090'],['6467'],[],P4kCre83,54.0,F7,1.0,,,,
3995,Cre12.g546700,0.0,1.0,['2907'],['6352'],['2871'],P4kCre81,26.0,B4,0.0,,,1.0,
3996,Cre12.g511850,0.0,1.0,['1476'],[],[],P2kCre73,90.0,B12,0.0,1.0,,,
3997,Cre12.g523100,0.0,1.0,['1932'],['3834'],['1932'],P2kCre75,27.0,C4,0.0,1.0,,,
3998,Cre12.g518650,0.0,1.0,['1203'],['1203'],['1203'],P2kCre73,70.0,F9,1.0,,,,
3999,Cre12.g529450,0.0,1.0,['2550'],['4438'],"['2550', '2520', '2442', '2472']",P4kCre81,73.0,A10,0.0,1.0,,,
4000,Cre12.g538900,0.0,1.0,['1155'],['2460'],[],P2kCre77,22.0,F3,0.0,1.0,,,
4001,Cre12.g521700,0.0,1.0,['3567'],['7049'],[],,,,,,,,
4002,Cre12.g489000,0.0,1.0,['2940'],['3283'],[],P4kCre81,28.0,D4,1.0,,,,
4003,Cre12.g540076,0.0,1.0,['3255'],['7084'],[],P4kCre83,84.0,D11,1.0,,,,
4004,Cre12.g548100,0.0,1.0,['2895'],['3715'],"['3023', '2892']",P4kCre83,27.0,C4,1.0,,,,
4005,Cre12.g535950,0.0,1.0,['2199'],['5643'],['2199'],P2kCre75,39.0,G5,0.0,,,1.0,1.0
4006,Cre12.g521200,0.0,1.0,['3549'],['7577'],[],,,,,,,,
4007,Cre12.g490550,0.0,1.0,['1089'],['2064'],[],P2kCre77,53.0,E7,1.0,,,,
4008,Cre08.g360564,0.0,1.0,['3648'],['11431'],[],,,,,,,,
4009,Cre08.g365825,0.0,1.0,['2871'],['7590'],[],,,,,,,,
4010,Cre08.g371600,0.0,1.0,['3900'],['6136'],[],,,,,,,,
4011,Cre08.g368300,0.0,1.0,['2631'],['6841'],[],,,,,,,,
4012,Cre08.g360500,0.0,1.0,['3702'],[],[],,,,,,,,
4013,Cre08.g377400,0.0,1.0,['3573'],['3573'],[],,,,,,,,
4014,Cre08.g363874,0.0,1.0,['3957'],['12054'],[],,,,,,,,
4015,Cre08.g372900,0.0,1.0,['3648'],['7779'],[],,,,,,,,
4016,Cre08.g380000,0.0,1.0,['2751'],['5523'],['2751'],,,,,,,,
4017,Cre08.g366579,0.0,1.0,['2844'],['3774'],[],,,,,,,,
4018,Cre08.g375400,0.0,1.0,['2802'],['4374'],[],,,,,,,,
4019,Cre08.g367300,0.0,1.0,['2511'],['5618'],"['2978', '1752', '1752']",,,,,,,,
4020,Cre08.g358564,0.0,1.0,['2634'],['9156'],[],,,,,,,,
4021,Cre08.g366250,0.0,1.0,['2928'],['3169'],[],,,,,,,,
4022,Cre08.g358580,0.0,1.0,['3531'],[],['3531'],,,,,,,,
4023,Cre08.g378950,0.0,1.0,['2811'],['3945'],['2811'],,,,,,,,
4024,Cre07.g341251,0.0,1.0,['2943'],['6174'],[],,,,,,,,
4025,Cre07.g313122,0.0,1.0,['3171'],['8785'],[],,,,,,,,
4026,Cre07.g330750,0.0,1.0,['2850'],['3318'],[],,,,,,,,
4027,Cre07.g351100,0.0,1.0,['2877'],['6244'],[],,,,,,,,
4028,Cre07.g350500,0.0,1.0,['2922'],['8199'],['2922'],,,,,,,,
4029,Cre07.g334650,0.0,1.0,['3378'],['5623'],[],,,,,,,,
4030,Cre07.g319350,0.0,1.0,['3033'],['10340'],[],,,,,,,,
4031,Cre07.g316150,0.0,1.0,['3726'],[],[],,,,,,,,
4032,Cre07.g316150,0.0,1.0,['3248'],"['3726', '3248']",[],,,,,,,,
4033,Cre07.g330400,0.0,1.0,['3420'],[],[],,,,,,,,
4034,Cre07.g329500,0.0,1.0,['2835'],['5143'],['2835'],,,,,,,,
4035,Cre07.g335250,0.0,1.0,['3387'],['4625'],[],,,,,,,,
4036,Cre07.g354500,0.0,1.0,['3744'],['5547'],[],,,,,,,,
4037,Cre07.g327650,0.0,1.0,['2997'],['7637'],[],,,,,,,,
4038,Cre07.g327226,0.0,1.0,['2511'],['3886'],[],,,,,,,,
4039,Cre07.g350450,0.0,1.0,['2799'],[],[],,,,,,,,
4040,Cre07.g345400,0.0,1.0,['3222'],['6860'],[],,,,,,,,
4041,Cre07.g351400,0.0,1.0,['3525'],['7717'],[],,,,,,,,
4042,Cre07.g339400,0.0,1.0,['3444'],['6309'],[],,,,,,,,
4043,Cre07.g313000,0.0,1.0,['3144'],['7082'],[],,,,,,,,
4044,Cre07.g351950,0.0,1.0,['2841'],['5545'],[],,,,,,,,
4045,Cre07.g340100,0.0,1.0,['2769'],['4271'],[],,,,,,,,
4046,Cre07.g347450,0.0,1.0,['3822'],['3963'],[],,,,,,,,
4047,Cre07.g317750,0.0,1.0,['3687'],['7206'],[],,,,,,,,
4048,Cre07.g325150,0.0,1.0,['2733'],['4731'],['2733'],,,,,,,,
4049,Cre07.g318209,0.0,1.0,['3192'],['4385'],[],,,,,,,,
4050,Cre07.g314500,0.0,1.0,['3102'],['10042'],[],,,,,,,,
4051,Cre07.g341850,0.0,1.0,['2898'],['9765'],[],,,,,,,,
4052,Cre07.g322176,0.0,1.0,['3141'],['14299'],['3927'],,,,,,,,
4053,Cre07.g345250,0.0,1.0,['3333'],['3499'],[],,,,,,,,
4054,Cre07.g347900,0.0,1.0,['3366'],['6047'],[],,,,,,,,
4055,Cre07.g351450,0.0,1.0,['3489'],['4478'],[],,,,,,,,
4056,Cre07.g315850,0.0,1.0,['2700'],['4616'],[],,,,,,,,
4057,Cre07.g328950,0.0,1.0,['2784'],['5088'],[],,,,,,,,
4058,Cre07.g323450,0.0,1.0,['2916'],['4146'],[],,,,,,,,
4059,Cre11.g467641,0.0,1.0,['3471'],['5016'],[],,,,,,,,
4060,Cre11.g467609,0.0,1.0,['2877'],['8880'],[],,,,,,,,
4061,Cre11.g467680,0.0,1.0,['3435'],['5459'],[],,,,,,,,
4062,Cre11.g476650,0.0,1.0,['3360'],['15130'],[],,,,,,,,
4063,Cre11.g467530,0.0,1.0,['3414'],['6350'],[],,,,,,,,
4064,Cre11.g467500,0.0,1.0,['3822'],['12265'],[],,,,,,,,
4065,Cre11.g476376,0.0,1.0,['3069'],['11886'],[],,,,,,,,
4066,Cre11.g479450,0.0,1.0,['3129'],['10173'],"['3482', '3365', '3129']",,,,,,,,
4067,Cre11.g467575,0.0,1.0,['3255'],['14072'],[],,,,,,,,
4068,Cre11.g482800,0.0,1.0,['3174'],['7362'],[],,,,,,,,
4069,Cre11.g467592,0.0,1.0,['2769'],['6060'],[],,,,,,,,
4070,Cre11.g467762,0.0,1.0,['3120'],['3120'],[],,,,,,,,
4071,Cre11.g467557,0.0,1.0,['3864'],['5031'],[],,,,,,,,
4072,Cre11.g467649,0.0,1.0,['3795'],['5708'],[],,,,,,,,
4073,Cre11.g468150,0.0,1.0,['3306'],['3795'],[],,,,,,,,
4074,Cre14.g618400,0.0,1.0,['3102'],[],"['3300', '3102']",,,,,,,,
4075,Cre14.g629960,0.0,1.0,['2982'],['6128'],[],,,,,,,,
4076,Cre14.g625950,0.0,1.0,['2865'],['8149'],[],,,,,,,,
4077,Cre14.g631000,0.0,1.0,['2766'],['2890'],[],,,,,,,,
4078,Cre14.g621000,0.0,1.0,['2505'],['8986'],"['2505', '2769']",,,,,,,,
4079,Cre14.g617700,0.0,1.0,['2982'],['7183'],[],,,,,,,,
4080,Cre14.g611650,0.0,1.0,['2706'],['6836'],[],,,,,,,,
4081,Cre14.g633750,0.0,1.0,['3387'],['12121'],['3387'],,,,,,,,
4082,Cre14.g632860,0.0,1.0,['3471'],['6881'],[],,,,,,,,
4083,Cre14.g610150,0.0,1.0,['3393'],['3954'],[],,,,,,,,
4084,Cre14.g623300,0.0,1.0,['2736'],['8871'],[],,,,,,,,
4085,Cre14.g618150,0.0,1.0,['2505'],[],[],,,,,,,,
4086,Cre14.g614450,0.0,1.0,['3294'],['6671'],[],,,,,,,,
4087,Cre14.g629429,0.0,1.0,['3714'],['3714'],[],,,,,,,,
4088,Cre14.g616600,0.0,1.0,['3147'],['8252'],[],,,,,,,,
4089,Cre16.g665950,0.0,1.0,['2679'],['6114'],['2679'],,,,,,,,
4090,Cre16.g684250,0.0,1.0,['3705'],[],[],,,,,,,,
4091,Cre16.g660390,0.0,1.0,['3885'],['10962'],[],,,,,,,,
4092,Cre16.g687966,0.0,1.0,['3921'],['6402'],[],,,,,,,,
4093,Cre16.g651801,0.0,1.0,['3936'],['5302'],[],,,,,,,,
4094,Cre16.g674750,0.0,1.0,['2838'],['5024'],[],,,,,,,,
4095,Cre16.g674515,0.0,1.0,['3072'],['5460'],['3072'],,,,,,,,
4096,Cre16.g660900,0.0,1.0,['3366'],['13834'],[],,,,,,,,
4097,Cre16.g681690,0.0,1.0,['2523'],['3030'],[],,,,,,,,
4098,Cre16.g683035,0.0,1.0,['3261'],['4561'],[],,,,,,,,
4099,Cre16.g668950,0.0,1.0,['2523'],['4553'],[],,,,,,,,
4100,Cre16.g657750,0.0,1.0,['2631'],['4719'],[],,,,,,,,
4101,Cre16.g675200,0.0,1.0,['2643'],['5553'],[],,,,,,,,
4102,Cre16.g648600,0.0,1.0,['3501'],['4147'],[],,,,,,,,
4103,Cre16.g681354,0.0,1.0,['3564'],['4318'],[],,,,,,,,
4104,Cre16.g676197,0.0,1.0,['2700'],['7854'],['2700'],,,,,,,,
4105,Cre16.g676700,0.0,1.0,['2730'],['3722'],[],,,,,,,,
4106,Cre16.g689871,0.0,1.0,['3240'],['7556'],[],,,,,,,,
4107,Cre16.g648350,0.0,1.0,['2538'],['7460'],[],,,,,,,,
4108,Cre16.g683050,0.0,1.0,['2760'],['7325'],[],,,,,,,,
4109,Cre16.g692300,0.0,1.0,['2565'],['6192'],[],,,,,,,,
4110,Cre16.g689647,0.0,1.0,['3159'],['9329'],[],,,,,,,,
4111,Cre16.g675750,0.0,1.0,['3975'],['6838'],[],,,,,,,,
4112,Cre16.g666334,0.0,1.0,['3552'],[],[],,,,,,,,
4113,Cre16.g666334,0.0,1.0,['3552'],"['10191', '10191']","['3552', '3552']",,,,,,,,
4114,Cre16.g663250,0.0,1.0,['3087'],['4250'],[],,,,,,,,
4115,Cre16.g677382,0.0,1.0,['2544'],['3867'],[],,,,,,,,
4116,Cre16.g668800,0.0,1.0,['2640'],['7421'],"['2980', '2640']",,,,,,,,
4117,Cre16.g681750,0.0,1.0,['3708'],['10258'],[],,,,,,,,
4118,Cre16.g651750,0.0,1.0,['3531'],['11239'],['3531'],,,,,,,,
4119,Cre16.g676800,0.0,1.0,['3891'],['8631'],[],,,,,,,,
4120,Cre16.g672497,0.0,1.0,['3276'],['5033'],['3276'],,,,,,,,
4121,Cre16.g679900,0.0,1.0,['3810'],['9793'],[],,,,,,,,
4122,Cre16.g654850,0.0,1.0,['2745'],['6949'],[],,,,,,,,
4123,Cre16.g681802,0.0,1.0,['3255'],['9403'],[],,,,,,,,
4124,Cre16.g677001,0.0,1.0,['2721'],['5970'],[],,,,,,,,
4125,Cre16.g694550,0.0,1.0,['2769'],['4867'],[],,,,,,,,
4126,Cre19.g750947,0.0,1.0,['3966'],['5144'],[],,,,,,,,
4127,Cre06.g299200,0.0,1.0,['2934'],['4682'],[],,,,,,,,
4128,Cre06.g285300,0.0,1.0,['2982'],['4850'],['2982'],,,,,,,,
4129,Cre06.g274550,0.0,1.0,['3105'],['10238'],['3105'],,,,,,,,
4130,Cre06.g281350,0.0,1.0,['3153'],['8759'],[],,,,,,,,
4131,Cre06.g280420,0.0,1.0,['3027'],['6064'],[],,,,,,,,
4132,Cre06.g290450,0.0,1.0,['2514'],['5873'],[],,,,,,,,
4133,Cre06.g256420,0.0,1.0,['2817'],['5886'],[],,,,,,,,
4134,Cre06.g262500,1.0,1.0,['3693'],['3693'],[],,,,,,,,
4135,Cre06.g278225,0.0,1.0,['2754'],['7870'],[],,,,,,,,
4136,Cre06.g249900,0.0,1.0,['3792'],['4688'],[],,,,,,,,
4137,Cre06.g298450,0.0,1.0,['3453'],['5125'],[],,,,,,,,
4138,Cre06.g296750,0.0,1.0,['3453'],['7516'],[],,,,,,,,
4139,Cre06.g262350,0.0,1.0,['3678'],['3678'],[],,,,,,,,
4140,Cre06.g279474,0.0,1.0,['2772'],['4569'],[],,,,,,,,
4141,Cre06.g304800,0.0,1.0,['3021'],['5686'],[],,,,,,,,
4142,Cre06.g278170,0.0,1.0,['3897'],['11009'],['3897'],,,,,,,,
4143,Cre06.g259600,0.0,1.0,['3120'],['8558'],[],,,,,,,,
4144,Cre06.g306150,0.0,1.0,['2970'],['6815'],[],,,,,,,,
4145,Cre06.g285600,0.0,1.0,['3993'],['5233'],[],,,,,,,,
4146,Cre06.g278186,0.0,1.0,['2811'],['6395'],[],,,,,,,,
4147,Cre06.g310750,0.0,1.0,['2697'],['4539'],['2697'],,,,,,,,
4148,Cre06.g249950,0.0,1.0,['3309'],['6722'],[],,,,,,,,
4149,Cre06.g266052,0.0,1.0,['2565'],['4999'],[],,,,,,,,
4150,Cre06.g306550,0.0,1.0,['2691'],['3614'],[],,,,,,,,
4151,Cre06.g249650,0.0,1.0,['3144'],['4656'],['3135'],,,,,,,,
4152,Cre06.g302850,0.0,1.0,['2841'],['4248'],[],,,,,,,,
4153,Cre06.g276150,0.0,1.0,['2658'],['3296'],[],,,,,,,,
4154,Cre06.g248950,0.0,1.0,['2865'],['4897'],[],,,,,,,,
4155,Cre06.g278221,0.0,1.0,['2736'],['9414'],[],,,,,,,,
4156,Cre06.g286100,0.0,1.0,['2838'],['3350'],[],,,,,,,,
4157,Cre06.g262550,1.0,1.0,['3492'],['3492'],[],,,,,,,,
4158,Cre06.g249500,0.0,1.0,['3702'],['6798'],[],,,,,,,,
4159,Cre06.g248850,0.0,1.0,['3006'],['5099'],"['2857', '3267', '3158', '3267', '2897', '2976', '3393', '3118', '3006', '3006']",,,,,,,,
4160,Cre06.g305150,0.0,1.0,['3366'],['4269'],[],,,,,,,,
4161,Cre06.g295200,0.0,1.0,['3024'],['4356'],[],,,,,,,,
4162,Cre06.g282000,0.0,1.0,['3765'],['10198'],[],,,,,,,,
4163,Cre06.g249350,0.0,1.0,['3993'],['6993'],[],,,,,,,,
4164,Cre06.g311650,0.0,1.0,['2937'],['7460'],['2937'],,,,,,,,
4165,Cre06.g252871,0.0,1.0,['3159'],['4516'],[],,,,,,,,
4166,Cre06.g268150,0.0,1.0,['2562'],['6645'],['2573'],,,,,,,,
4167,Cre06.g251050,0.0,1.0,['3129'],['5767'],[],,,,,,,,
4168,Cre06.g259800,0.0,1.0,['2784'],['6573'],[],,,,,,,,
4169,Cre06.g254500,0.0,1.0,['2745'],['3078'],[],,,,,,,,
4170,Cre06.g270500,0.0,1.0,['3219'],['6506'],[],,,,,,,,
4171,Cre09.g400923,0.0,1.0,['3117'],['7794'],[],,,,,,,,
4172,Cre09.g394700,0.0,1.0,['3216'],['6297'],[],,,,,,,,
4173,Cre09.g389850,0.0,1.0,['3942'],['4191'],[],,,,,,,,
4174,Cre09.g396772,0.0,1.0,['3105'],[],[],,,,,,,,
4175,Cre09.g396772,0.0,1.0,['2334'],"['4323', '5094']",[],,,,,,,,
4176,Cre09.g409801,0.0,1.0,['2772'],['8342'],[],,,,,,,,
4177,Cre09.g388356,0.0,1.0,['3345'],['7201'],[],,,,,,,,
4178,Cre09.g412650,0.0,1.0,['3882'],['3882'],[],,,,,,,,
4179,Cre09.g397150,0.0,1.0,['2556'],['3254'],[],,,,,,,,
4180,Cre09.g386113,0.0,1.0,['3546'],['10258'],"['3669', '3543', '3483']",,,,,,,,
4181,Cre09.g399400,0.0,1.0,['3585'],[],[],,,,,,,,
4182,Cre09.g411850,0.0,1.0,['2535'],[],[],,,,,,,,
4183,Cre09.g389150,0.0,1.0,['3861'],['5578'],[],,,,,,,,
4184,Cre09.g406250,0.0,1.0,['3582'],['3582'],[],,,,,,,,
4185,Cre09.g388875,0.0,1.0,['2736'],['5870'],[],,,,,,,,
4186,Cre09.g399476,0.0,1.0,['3171'],['4421'],['3171'],,,,,,,,
4187,Cre09.g387097,0.0,1.0,['2778'],['4121'],[],,,,,,,,
4188,Cre09.g410950,0.0,1.0,['2646'],['6309'],[],,,,,,,,
4189,Cre09.g397300,0.0,1.0,['2976'],['5466'],[],,,,,,,,
4190,Cre09.g410350,0.0,1.0,['2529'],['3324'],[],,,,,,,,
4191,Cre09.g401589,0.0,1.0,['3780'],['3780'],[],,,,,,,,
4192,Cre09.g393432,0.0,1.0,['2733'],['3157'],[],,,,,,,,
4193,Cre09.g399067,0.0,1.0,['2697'],['4373'],[],,,,,,,,
4194,Cre09.g401900,0.0,1.0,['3828'],['10582'],[],,,,,,,,
4195,Cre09.g410100,0.0,1.0,['3642'],['7869'],[],,,,,,,,
4196,Cre09.g412350,0.0,1.0,['3807'],['10011'],[],,,,,,,,
4197,Cre09.g401849,0.0,1.0,['3873'],['4322'],[],,,,,,,,
4198,Cre09.g399289,0.0,1.0,['2946'],['5548'],[],,,,,,,,
4199,Cre09.g414350,0.0,1.0,['3330'],['5625'],[],,,,,,,,
4200,Cre09.g417250,0.0,1.0,['2529'],['11545'],"['2491', '2529']",,,,,,,,
4201,Cre09.g389615,0.0,1.0,['2946'],['4102'],[],,,,,,,,
4202,Cre09.g397549,0.0,1.0,['2910'],['5215'],[],,,,,,,,
4203,Cre09.g400550,0.0,1.0,['3357'],[],[],,,,,,,,
4204,Cre09.g387208,0.0,1.0,['2505'],['3911'],['2505'],,,,,,,,
4205,Cre09.g401626,0.0,1.0,['3741'],['3741'],[],,,,,,,,
4206,Cre09.g391353,0.0,1.0,['2859'],['4035'],[],,,,,,,,
4207,Cre09.g415500,0.0,1.0,['3309'],['4135'],['3309'],,,,,,,,
4208,Cre09.g395400,0.0,1.0,['3525'],['4516'],[],,,,,,,,
4209,Cre09.g401500,0.0,1.0,['2529'],['3318'],[],,,,,,,,
4210,Cre09.g388450,0.0,1.0,['3144'],['6110'],[],,,,,,,,
4211,Cre09.g394806,0.0,1.0,['3318'],['3820'],[],,,,,,,,
4212,Cre09.g390023,0.0,1.0,['3696'],['4272'],[],,,,,,,,
4213,Cre09.g413400,0.0,1.0,['3951'],['9270'],[],,,,,,,,
4214,Cre17.g699100,0.0,1.0,['2817'],['5447'],[],,,,,,,,
4215,Cre17.g741900,0.0,1.0,['2691'],['6979'],['2691'],,,,,,,,
4216,Cre17.g744997,0.0,1.0,['2625'],['10151'],[],,,,,,,,
4217,Cre17.g745347,1.0,1.0,['3690'],['5954'],[],,,,,,,,
4218,Cre17.g712300,0.0,1.0,['2985'],['6121'],[],,,,,,,,
4219,Cre17.g718850,0.0,1.0,['2853'],['5202'],[],,,,,,,,
4220,Cre17.g709500,0.0,1.0,['3234'],['5761'],[],,,,,,,,
4221,Cre17.g720450,0.0,1.0,['2988'],['6218'],['2988'],,,,,,,,
4222,Cre17.g716050,0.0,1.0,['2988'],['6941'],[],,,,,,,,
4223,Cre17.g705150,0.0,1.0,['3003'],['4564'],[],,,,,,,,
4224,Cre17.g707200,0.0,1.0,['2577'],['5910'],[],,,,,,,,
4225,Cre17.g727650,0.0,1.0,['2670'],['6687'],['2670'],,,,,,,,
4226,Cre17.g726700,0.0,1.0,['2664'],"['6167', '6077']",[],,,,,,,,
4227,Cre17.g717800,0.0,1.0,['2856'],['8945'],[],,,,,,,,
4228,Cre17.g724150,0.0,1.0,['2712'],['6426'],[],,,,,,,,
4229,Cre17.g714450,0.0,1.0,['3786'],['7026'],[],,,,,,,,
4230,Cre17.g739500,0.0,1.0,['3525'],[],[],,,,,,,,
4231,Cre17.g727950,0.0,1.0,['3102'],['9281'],[],,,,,,,,
4232,Cre17.g742600,0.0,1.0,['2733'],['4344'],"['2877', '2733']",,,,,,,,
4233,Cre17.g726200,0.0,1.0,['2601'],['2601'],['2601'],,,,,,,,
4234,Cre17.g710650,0.0,1.0,['3954'],['8291'],[],,,,,,,,
4235,Cre17.g742000,0.0,1.0,['3309'],['4583'],"['3309', '3288']",,,,,,,,
4236,Cre17.g705550,0.0,1.0,['2574'],['3453'],[],,,,,,,,
4237,Cre17.g732901,0.0,1.0,['2787'],['4930'],[],,,,,,,,
4238,Cre17.g714200,0.0,1.0,['3792'],['6970'],[],,,,,,,,
4239,Cre17.g734300,0.0,1.0,['2901'],['7506'],[],,,,,,,,
4240,Cre17.g723250,0.0,1.0,['3957'],['10141'],"['3948', '3914']",,,,,,,,
4241,Cre17.g704400,0.0,1.0,['3348'],['4706'],[],,,,,,,,
4242,Cre17.g706250,0.0,1.0,['3993'],['6355'],[],,,,,,,,
4243,Cre17.g704700,0.0,1.0,['3123'],['4348'],[],,,,,,,,
4244,Cre17.g701250,0.0,1.0,['2775'],['7845'],['2775'],,,,,,,,
4245,Cre17.g703600,0.0,1.0,['3906'],['6516'],[],,,,,,,,
4246,Cre17.g736250,0.0,1.0,['3192'],['9067'],[],,,,,,,,
4247,Cre17.g735550,0.0,1.0,['3042'],['4244'],[],,,,,,,,
4248,Cre17.g720750,0.0,1.0,['3351'],['5680'],[],,,,,,,,
4249,Cre17.g725900,0.0,1.0,['2562'],['5296'],[],,,,,,,,
4250,Cre17.g709800,0.0,1.0,['3372'],['3651'],[],,,,,,,,
4251,Cre17.g714150,0.0,1.0,['3798'],['7279'],[],,,,,,,,
4252,Cre17.g745547,0.0,1.0,['3681'],['7605'],[],,,,,,,,
4253,Cre17.g719900,0.0,1.0,['3732'],['8997'],[],,,,,,,,
4254,Cre05.g241400,0.0,1.0,['3417'],['6907'],[],,,,,,,,
4255,Cre05.g239300,0.0,1.0,['3738'],['5664'],[],,,,,,,,
