	Genename	ALY	ESA	AHA	AHA1
20315	AT3G09930.1	478320	Thhalv10022090m	Araha.39763s0001.1.p	NaN
20322	AT2G35630.1	482523	Thhalv10016124m	Araha.17083s0010.1.p	NaN
20328	AT1G53310.1	474459	Thhalv10011967m	Araha.3301s0001.1.p	NaN
20340	AT3G53790.1	898314	Thhalv10011058m	Araha.0602s0026.1.p	NaN
20345	AT1G08730.1	910579	Thhalv10006560m	Araha.5150s0007.1.p	NaN
20347	AT5G23970.1	489255	Thhalv10004258m	Araha.19413s0007.1.p	NaN
20352	AT4G34440.1	888624	Thhalv10024434m	Araha.1975s0009.1.p	NaN
20355	AT2G40475.1	934853	Thhalv10017268m	Araha.25137s0003.1.p	NaN
20363	AT1G01460.1	311290	Thhalv10009579m	Araha.26225s0002.1.p	NaN
20369	AT1G05060.1	470496	Thhalv10008572m	Araha.5092s0006.1.p	NaN
20407	AT2G02970.1	936076	Thhalv10003943m	Araha.5103s0006.1.p	NaN
20410	AT1G17020.1	920607	Thhalv10008010m	Araha.2449s0004.1.p	NaN
20432	AT1G76950.1	476853	Thhalv10018039m	Araha.7784s0001.1.p	NaN
20438	AT3G05590.1	477850	Thhalv10021598m	Araha.2119s0008.1.p	NaN
20464	AT1G16160.1	911421	Thhalv10006943m	Araha.1482s0002.1.p	NaN
20467	AT1G70580.1	926386	Thhalv10018474m	Araha.13428s0008.1.p	NaN
20469	AT1G72770.1	926642	Thhalv10018441m	Araha.10795s0001.1.p	NaN
20475	AT2G19600.1	931432	Thhalv10001937m	Araha.28944s0001.1.p	NaN
20477	AT3G61120.1	486583	Thhalv10006419m	Araha.3868s0001.1.p	NaN
20485	AT1G67623.1	926022	Thhalv10019642m	Araha.22442s0002.1.p	NaN
20488	AT1G80390.1	477214	Thhalv10019723m	Araha.18865s0001.1.p	NaN
20501	AT2G42440.1	346041	Thhalv10017903m	Araha.0018s0007.1.p	NaN
20512	AT4G36880.1	490895	Thhalv10025483m	Araha.12757s0002.1.p	NaN
20521	AT3G56190.1	486060	Thhalv10006137m	Araha.15521s0021.1.p	NaN
20529	AT4G25420.1	492287	Thhalv10025434m	Araha.17220s0001.1.p	NaN
20561	AT5G19550.1	941505	Thhalv10013703m	Araha.2817s0015.1.p	NaN
20562	AT5G42146.1	494819	Thhalv10015257m	Araha.14656s0003.1.p	NaN
20584	AT5G04347.1	939832	Thhalv10015919m	Araha.63942s0002.1.p	NaN
20591	AT5G18450.1	941368	Thhalv10015907m	Araha.20560s0006.1.p	NaN
20600	AT3G20410.1	929969	Thhalv10020475m	Araha.21099s0005.1.p	NaN
20621	AT1G56415.1	914930	Thhalv10024020m	Araha.12092s0001.1.p	NaN
20652	AT3G55500.1	938484	Thhalv10010989m	Araha.22287s0007.1.p	NaN
20653	AT1G09360.1	919690	Thhalv10009592m	Araha.1407s0031.1.p	NaN
20663	AT1G17270.1	920643	Thhalv10007186m	Araha.2722s0010.1.p	NaN
20664	AT5G16500.1	893562	Thhalv10012825m	Araha.4005s0005.1.p	NaN
20666	AT1G30900.1	313733	Thhalv10007059m	Araha.5344s0002.1.p	NaN
20673	AT5G38195.1	948061	Thhalv10028094m	Araha.24395s0001.1.p	NaN
20687	AT1G78980.1	477067	Thhalv10019668m	Araha.46068s0002.1.p	NaN
20696	AT2G31345.1	933679	Thhalv10017816m	Araha.11348s0003.1.p	NaN
20701	AT1G27970.2	472998	Thhalv10010039m	Araha.1657s0009.1.p	NaN
20741	AT5G60620.1	950810	Thhalv10013846m	Araha.5658s0011.1.p	NaN
20763	AT5G36970.1	330253	Thhalv10028131m	Araha.3578s0007.1.p	NaN
20764	AT5G09930.1	487818	Thhalv10012861m	Araha.6262s0004.1.p	NaN
20777	AT5G25310.1	489382	Thhalv10004121m	Araha.1197s0004.1.p	NaN
20780	AT1G03490.1	311447	Thhalv10017700m	Araha.5052s0042.1.p	NaN
20789	AT2G20700.1	480904	Thhalv10002112m	Araha.2310s0013.1.p	NaN
20796	AT5G13670.1	350516	Thhalv10013837m	Araha.3105s0012.1.p	NaN
20815	AT5G65430.3	496774	Thhalv10004688m	Araha.14574s0004.1.p	NaN
20828	AT2G33350.1	482277	Thhalv10016744m	Araha.1101s0004.1.p	NaN
20840	AT1G24650.1	313416	Thhalv10009860m	Araha.2099s0004.1.p	NaN
20842	AT5G55050.1	495588	Thhalv10015846m	Araha.25636s0001.1.p	NaN
20850	AT5G18910.1	941423	Thhalv10013242m	Araha.9156s0001.1.p	NaN
20851	AT3G16850.1	318449	Thhalv10020710m	Araha.0105s0001.1.p	NaN
20852	AT5G07160.1	487538	Thhalv10014931m	Araha.71984s0002.1.p	NaN
20860	AT4G32100.1	888904	Thhalv10001075m	Araha.8819s0014.1.p	NaN
20886	AT5G23350.1	489196	Thhalv10004897m	Araha.9462s0003.1.p	NaN
20895	AT3G16180.1	929433	Thhalv10020365m	Araha.5534s0014.1.p	NaN
20904	AT1G31335.1	473639	Thhalv10009264m	Araha.13143s0001.1.p	NaN
20909	AT1G10510.1	471164	Thhalv10007114m	Araha.3091s0011.1.p	NaN
20910	AT5G39330.1	494054	Thhalv10019156m	Araha.57831s0001.1.p	NaN
20915	AT3G04720.1	477741	Thhalv10021503m	Araha.4820s0012.1.p	NaN
20918	AT1G60930.1	907367	Thhalv10023226m	Araha.18771s0002.1.p	NaN
20926	AT2G21600.1	481027	Thhalv10000333m	Araha.5811s0003.1.p	NaN
20936	AT4G26480.1	492164	Thhalv10025796m	Araha.13412s0006.1.p	NaN
20940	AT1G12660.1	911036	Thhalv10009569m	Araha.38918s0004.1.p	NaN
20963	AT4G04710.1	490109	Thhalv10028617m	Araha.24078s0001.1.p	NaN
20968	AT1G20540.1	472283	Thhalv10008062m	Araha.25182s0002.1.p	NaN
20976	AT2G30530.1	933554	Thhalv10016861m	Araha.1192s0005.1.p	NaN
20978	AT1G01280.1	470146	Thhalv10007395m	Araha.2490s0005.1.p	NaN
20985	AT1G12010.1	910961	Thhalv10008225m	Araha.6152s0001.1.p	NaN
20995	AT1G17790.1	312744	Thhalv10007478m	Araha.22087s0003.1.p	NaN
21000	AT5G06720.1	487484	Thhalv10014029m	Araha.2250s0001.1.p	NaN
21008	AT2G40410.2	483096	Thhalv10016915m	Araha.13492s0004.1.p	NaN
21012	AT1G33430.2	313884	Thhalv10007836m	Araha.2676s0003.1.p	NaN
21023	AT1G60390.1	475291	Thhalv10023352m	Araha.37751s0001.1.p	NaN
21030	AT1G15480.1	471749	Thhalv10007131m	Araha.28602s0001.1.p	NaN
21037	AT1G78430.1	927253	Thhalv10019440m	Araha.24237s0005.1.p	NaN
21041	AT1G26620.1	912387	Thhalv10006734m	Araha.13660s0007.1.p	NaN
21071	AT3G27025.1	347067	Thhalv10004671m	Araha.12494s0002.1.p	NaN
21079	AT4G25890.1	492228	Thhalv10026301m	Araha.4249s0017.1.p	NaN
21081	AT5G26060.1	942189	Thhalv10005065m	Araha.8974s0003.1.p	NaN
21083	AT1G02190.1	470048	Thhalv10007056m	Araha.51008s0001.1.p	NaN
21084	AT1G14755.1	471664	Thhalv10009754m	Araha.38232s0003.1.p	NaN
21086	AT5G43990.2	494600	Thhalv10003157m	Araha.5670s0001.1.p	NaN
21098	AT5G63230.1	952525	Thhalv10005350m	Araha.1329s0010.1.p	NaN
21110	AT1G24147.1	921475	Thhalv10009058m	Araha.8838s0003.1.p	NaN
21129	AT5G64560.1	496668	Thhalv10004289m	Araha.0299s0004.1.p	NaN
21139	AT2G33690.1	482317	Thhalv10017732m	Araha.57891s0004.1.p	NaN
21144	AT2G16730.1	480556	Thhalv10022550m	Araha.16557s0001.1.p	NaN
21157	AT3G02230.1	477458	Thhalv10021014m	Araha.2210s0024.1.p	NaN
21168	AT1G24000.1	335636	Thhalv10009502m	Araha.4881s0014.1.p	NaN
21171	AT5G65330.1	496768	Thhalv10005313m	Araha.44556s0002.1.p	NaN
21173	AT3G52750.1	485646	Thhalv10010342m	Araha.6824s0007.1.p	NaN
21180	AT3G05440.1	887942	Thhalv10022221m	Araha.3226s0001.1.p	NaN
21181	AT1G77370.1	927139	Thhalv10005112m	Araha.8008s0006.1.p	NaN
21184	AT3G60470.1	899011	Thhalv10006372m	Araha.35791s0001.1.p	NaN
21198	AT3G48660.1	323459	Thhalv10010885m	Araha.0028s0007.1.p	NaN
21205	AT5G22810.1	894156	Thhalv10015700m	Araha.6808s0002.1.p	NaN
21215	AT3G54250.1	938344	Thhalv10023484m	Araha.23752s0006.1.p	NaN
21222	AT2G30575.1	933559	Thhalv10016398m	Araha.1192s0009.1.p	NaN
21224	AT1G67880.1	926062	Thhalv10018686m	Araha.14933s0001.1.p	NaN
21227	AT4G17860.1	329741	Thhalv10027151m	Araha.4890s0004.1.p	NaN
21237	AT1G18590.1	472079	Thhalv10008073m	Araha.23987s0002.1.p	NaN
21240	AT4G19170.1	946256	Thhalv10024711m	Araha.3950s0005.1.p	NaN
21242	AT1G30710.1	922139	Thhalv10007337m	Araha.1589s0001.1.p	NaN
21271	AT2G31810.1	482103	Thhalv10016569m	Araha.32691s0005.1.p	NaN
21274	AT3G12580.1	928978	Thhalv10020257m	Araha.11737s0010.1.p	NaN
21277	AT3G16980.1	318462	Thhalv10021989m	Araha.7254s0010.1.p	NaN
21285	AT3G48208.1	937575	Thhalv10015723m	Araha.6396s0005.1.p	NaN
21295	AT5G14990.1	893404	Thhalv10015291m	Araha.2471s0012.1.p	NaN
21296	AT4G26710.1	945390	Thhalv10026732m	Araha.43973s0001.1.p	NaN
21302	AT1G77525.1	316664	Thhalv10015979m	Araha.37601s0005.1.p	NaN
21316	AT1G31070.2	473349	Thhalv10007394m	Araha.58074s0001.1.p	NaN
21317	AT4G10850.1	489928	Thhalv10029447m	Araha.40010s0001.1.p	NaN
21333	AT1G79570.1	477126	Thhalv10018023m	Araha.21478s0009.1.p	NaN
21336	AT5G20840.1	488990	Thhalv10012697m	Araha.12632s0002.1.p	NaN
21372	AT4G11950.1	490013	Thhalv10029314m	Araha.4822s0009.1.p	NaN
21373	AT2G43520.1	483464	Thhalv10001697m	Araha.53746s0001.1.p	NaN
21401	AT4G16120.1	493274	Thhalv10024623m	Araha.3152s0008.1.p	NaN
21421	AT3G07960.1	928483	Thhalv10020133m	Araha.3097s0004.1.p	NaN
21428	AT2G28610.1	481772	Thhalv10017168m	Araha.65484s0001.1.p	NaN
21442	AT1G67710.1	926035	Thhalv10018396m	Araha.3286s0004.1.p	NaN
21453	AT1G53790.2	336831	Thhalv10012287m	Araha.2330s0001.1.p	NaN
21461	AT3G52910.1	323835	Thhalv10010453m	Araha.24378s0005.1.p	NaN
21468	AT3G53810.1	485775	Thhalv10010174m	Araha.0602s0029.1.p	NaN
21469	AT5G33340.1	891090	Thhalv10003479m	Araha.8802s0001.1.p	NaN
21475	AT3G20190.1	479539	Thhalv10020208m	Araha.7400s0008.1.p	NaN
21493	AT1G60400.1	925023	Thhalv10023862m	Araha.2193s0006.1.p	NaN
21513	AT2G19170.1	480817	Thhalv10022560m	Araha.9293s0002.1.p	NaN
21518	AT2G04920.1	480126	Thhalv10015770m	Araha.13036s0001.1.p	NaN
21522	AT2G20835.1	480926	Thhalv10002196m	Araha.0091s0013.1.p	NaN
21530	AT2G23440.1	932342	Thhalv10000591m	Araha.12224s0006.1.p	NaN
21537	AT1G78550.1	477019	Thhalv10018772m	Araha.16220s0007.1.p	NaN
21540	AT1G16760.1	312649	Thhalv10009494m	Araha.35641s0001.1.p	NaN
21547	AT4G30060.1	491750	Thhalv10025381m	Araha.8378s0001.1.p	NaN
21549	AT1G62280.1	924774	Thhalv10023519m	Araha.31973s0004.1.p	NaN
21550	AT3G62150.1	486718	Thhalv10005750m	Araha.25971s0002.1.p	NaN
21562	AT3G15610.1	479012	Thhalv10021071m	Araha.3034s0033.1.p	NaN
21572	AT1G64920.1	907745	Thhalv10013536m	Araha.3824s0001.1.p	NaN
21587	AT2G41210.1	934940	Thhalv10016282m	Araha.13526s0002.1.p	NaN
21590	AT3G21650.1	930127	Thhalv10020525m	Araha.23599s0006.1.p	NaN
21610	AT2G31940.1	497239	Thhalv10017436m	Araha.33392s0001.1.p	NaN
21628	AT2G01810.1	484096	Thhalv10003728m	Araha.13664s0001.1.p	NaN
21633	AT4G21560.1	492725	Thhalv10026248m	Araha.36669s0002.1.p	NaN
21647	AT2G29550.1	481870	Thhalv10016651m	Araha.4573s0001.1.p	NaN
21652	AT5G36940.1	947314	Thhalv10027685m	Araha.41697s0002.1.p	NaN
21665	AT4G31985.1	944771	Thhalv10000415m	Araha.15042s0002.1.p	NaN
21690	AT1G43630.1	473769	Thhalv10004424m	Araha.53720s0001.1.p	NaN
21696	AT4G28510.1	491917	Thhalv10025900m	Araha.3365s0005.1.p	NaN
21700	AT5G61850.1	917939	Thhalv10005606m	Araha.9375s0006.1.p	NaN
21705	AT3G61880.2	939260	Thhalv10005883m	Araha.7206s0002.1.p	NaN
21710	AT1G30814.1	922159	Thhalv10009449m	Araha.9776s0002.1.p	NaN
21728	AT5G09280.1	487738	Thhalv10015832m	Araha.13692s0010.1.p	NaN
21740	AT1G74000.1	476540	Thhalv10018851m	Araha.18939s0001.1.p	NaN
21741	AT1G63180.1	475030	Thhalv10023559m	Araha.5913s0003.1.p	NaN
21750	AT1G23790.1	313236	Thhalv10007309m	Araha.30022s0007.1.p	NaN
21754	AT3G11920.1	904078	Thhalv10022227m	Araha.4024s0014.1.p	NaN
21766	AT1G09720.1	312011	Thhalv10009464m	Araha.3403s0030.1.p	NaN
21768	AT5G14870.1	488330	Thhalv10012806m	Araha.1373s0015.1.p	NaN
21775	AT5G14530.1	488294	Thhalv10014091m	Araha.14387s0012.1.p	NaN
21779	AT2G13570.1	931100	Thhalv10022845m	Araha.29463s0001.1.p	NaN
21789	AT2G47485.1	483928	Thhalv10001673m	Araha.1610s0027.1.p	NaN
21791	AT5G44265.1	915798	Thhalv10003292m	Araha.9369s0005.1.p	NaN
21800	AT1G67260.1	338960	Thhalv10019499m	Araha.0769s0003.1.p	NaN
21811	AT4G17360.1	493141	Thhalv10025694m	Araha.5988s0005.1.p	NaN
21814	AT4G40020.1	944007	Thhalv10027577m	Araha.12913s0002.1.p	NaN
21832	AT3G19190.1	929807	Thhalv10019879m	Araha.55074s0003.1.p	NaN
21844	AT5G07230.1	487548	Thhalv10015126m	Araha.2124s0011.1.p	NaN
21855	AT5G05040.1	487296	Thhalv10015529m	Araha.2901s0001.1.p	NaN
21861	AT1G12070.1	334500	Thhalv10009559m	Araha.6152s0007.1.p	NaN
21884	AT1G09350.1	311978	Thhalv10008154m	Araha.1407s0030.1.p	NaN
21894	AT3G03230.1	477569	Thhalv10021118m	Araha.7513s0016.1.p	NaN
21904	AT1G12570.1	911021	Thhalv10007216m	Araha.34258s0001.1.p	NaN
21908	AT2G46455.1	483800	Thhalv10001729m	Araha.15639s0001.1.p	NaN
21915	AT5G14670.1	325935	Thhalv10014797m	Araha.14387s0001.1.p	NaN
21919	AT2G37270.1	482719	Thhalv10017239m	Araha.14169s0009.1.p	NaN
21920	AT5G13130.1	488129	Thhalv10015739m	Araha.3287s0005.1.p	NaN
21923	AT5G35410.1	947182	Thhalv10027753m	Araha.45569s0001.1.p	NaN
21925	AT3G06490.1	477955	Thhalv10021126m	Araha.7767s0001.1.p	NaN
21946	AT5G23340.1	941859	Thhalv10004329m	Araha.9462s0004.1.p	NaN
21973	AT3G52270.1	348323	Thhalv10011052m	Araha.4647s0010.1.p	NaN
21978	AT3G62960.1	486802	Thhalv10006331m	Araha.4543s0003.1.p	NaN
21979	AT5G04490.1	325092	Thhalv10014196m	Araha.6120s0001.1.p	NaN
21981	AT2G18340.1	480743	Thhalv10022656m	Araha.10230s0012.1.p	NaN
21984	AT4G10465.1	942863	Thhalv10029456m	Araha.17871s0001.1.p	NaN
21998	AT4G17490.1	493127	Thhalv10027543m	Araha.1505s0004.1.p	NaN
22006	AT2G22400.1	320078	Thhalv10000050m	Araha.3205s0020.1.p	NaN
22008	AT1G77310.1	476896	Thhalv10018217m	Araha.8008s0001.1.p	NaN
22016	AT5G44900.1	948593	Thhalv10027462m	Araha.19221s0001.1.p	NaN
22025	AT5G56300.1	950287	Thhalv10013757m	Araha.6094s0004.1.p	NaN
22029	AT5G63920.1	496584	Thhalv10003618m	Araha.10310s0008.1.p	NaN
22046	AT3G23130.1	479823	Thhalv10021992m	Araha.24043s0002.1.p	NaN
22056	AT1G15720.1	471767	Thhalv10022421m	Araha.9089s0004.1.p	NaN
22059	AT5G18900.1	488774	Thhalv10014223m	Araha.9156s0002.1.p	NaN
22060	AT1G74790.1	476615	Thhalv10018212m	Araha.5006s0029.1.p	NaN
22065	AT1G02580.1	470218	Thhalv10009931m	Araha.12028s0002.1.p	NaN
22069	AT3G17820.1	479266	Thhalv10021026m	Araha.1272s0002.1.p	NaN
22072	AT5G05070.1	325141	Thhalv10015437m	Araha.2901s0003.1.p	NaN
22080	AT3G24460.1	479955	Thhalv10002545m	Araha.7369s0014.1.p	NaN
22084	AT1G62940.1	924700	Thhalv10023400m	Araha.20073s0007.1.p	NaN
22092	AT1G56340.1	914924	Thhalv10023481m	Araha.13602s0001.1.p	NaN
22097	AT1G74710.2	476608	Thhalv10018346m	Araha.5006s0022.1.p	NaN
22116	AT2G27270.1	320520	Thhalv10002219m	Araha.14411s0001.1.p	NaN
22118	AT2G41835.1	935037	Thhalv10017048m	Araha.4451s0001.1.p	NaN
22128	AT1G29570.1	921997	Thhalv10009291m	Araha.40600s0001.1.p	NaN
22134	AT5G49740.1	949485	Thhalv10012839m	Araha.20137s0001.1.p	NaN
22138	AT3G47610.1	485125	Thhalv10010423m	Araha.14121s0001.1.p	NaN
22146	AT4G04510.1	490098	Thhalv10028498m	Araha.2800s0001.1.p	NaN
22169	AT5G46750.1	494303	Thhalv10000903m	Araha.11658s0007.1.p	NaN
22183	AT5G10745.1	940546	Thhalv10015471m	Araha.5551s0002.1.p	NaN
22188	AT5G59740.1	332244	Thhalv10014012m	Araha.2561s0017.1.p	NaN
22205	AT1G80070.1	477251	Thhalv10017992m	Araha.2878s0002.1.p	NaN
22207	AT3G20270.1	479547	Thhalv10020156m	Araha.5353s0001.1.p	NaN
22238	AT4G12090.1	895419	Thhalv10029061m	Araha.29195s0001.1.p	NaN
22244	AT1G55970.1	337685	Thhalv10012306m	Araha.3726s0009.1.p	NaN
22262	AT3G22270.1	479740	Thhalv10020108m	Araha.12376s0002.1.p	NaN
22263	AT1G15920.2	312582	Thhalv10008404m	Araha.6467s0018.1.p	NaN
22267	AT3G08560.1	317662	Thhalv10022832m	Araha.8409s0007.1.p	NaN
22269	AT1G67770.1	475881	Thhalv10018362m	Araha.2759s0008.1.p	NaN
22275	AT3G61060.2	486574	Thhalv10006134m	Araha.10789s0007.1.p	NaN
22283	AT2G35340.1	345267	Thhalv10017881m	Araha.7846s0001.1.p	NaN
22296	AT1G24280.1	921758	Thhalv10007147m	Araha.4189s0010.1.p	NaN
22306	AT2G29470.1	481863	Thhalv10017193m	Araha.2769s0009.1.p	NaN
22307	AT2G19390.1	480532	Thhalv10022522m	Araha.5644s0008.1.p	NaN
22323	AT5G37230.1	947329	Thhalv10029195m	Araha.23785s0002.1.p	NaN
22335	AT2G23420.1	481212	Thhalv10000109m	Araha.12224s0008.1.p	NaN
22338	AT1G73000.1	926669	Thhalv10019704m	Araha.5526s0002.1.p	NaN
22345	AT5G22990.1	941816	Thhalv10015522m	Araha.23900s0001.1.p	NaN
22355	AT1G14800.1	331717	Thhalv10009766m	Araha.39335s0004.1.p	NaN
22380	AT1G25480.1	912460	Thhalv10007220m	Araha.19984s0001.1.p	NaN
22381	AT1G05890.2	470601	Thhalv10007273m	Araha.11551s0016.1.p	NaN
22382	AT1G45010.1	473834	Thhalv10011751m	Araha.2368s0004.1.p	NaN
22385	AT3G58850.1	486344	Thhalv10006323m	Araha.36627s0004.1.p	NaN
22388	AT3G57062.1	938677	Thhalv10006358m	Araha.1155s0002.1.p	NaN
22391	AT4G25560.1	354228	Thhalv10026022m	Araha.12285s0007.1.p	NaN
22395	AT2G19150.1	480819	Thhalv10001795m	Araha.4429s0006.1.p	NaN
22402	AT1G32180.1	473399	Thhalv10006703m	Araha.27194s0002.1.p	NaN
22408	AT4G19040.2	492951	Thhalv10024539m	Araha.54296s0001.1.p	NaN
22413	AT5G54215.1	917103	Thhalv10015683m	Araha.2583s0004.1.p	NaN
22425	AT3G06170.1	928240	Thhalv10020853m	Araha.13291s0003.1.p	NaN
22444	AT5G24490.1	489312	Thhalv10004495m	Araha.0138s0004.1.p	NaN
22446	AT2G30820.1	481999	Thhalv10017740m	Araha.32030s0002.1.p	NaN
22458	AT4G30320.1	491719	Thhalv10027209m	Araha.12033s0007.1.p	NaN
22469	AT4G34780.1	944419	Thhalv10026844m	Araha.2133s0014.1.p	NaN
22496	AT5G51070.1	495173	Thhalv10012591m	Araha.7329s0001.1.p	NaN
22507	AT1G02950.2	470268	Thhalv10008570m	Araha.19245s0003.1.p	NaN
22528	AT5G03300.1	920654	Thhalv10014008m	Araha.1164s0009.1.p	NaN
22529	AT1G66220.1	475725	Thhalv10018188m	Araha.11022s0001.1.p	NaN
22547	AT5G25340.1	894442	Thhalv10004912m	Araha.1197s0006.1.p	NaN
22548	AT3G04030.3	903224	Thhalv10020861m	Araha.28487s0001.1.p	NaN
22549	AT1G14580.1	312456	Thhalv10007538m	Araha.23368s0027.1.p	NaN
22566	AT5G13940.1	325866	Thhalv10015781m	Araha.3105s0038.1.p	NaN
22569	AT3G13490.1	478735	Thhalv10020319m	Araha.3842s0005.1.p	NaN
22579	AT5G63660.1	918148	Thhalv10005235m	Araha.10656s0001.1.p	NaN
22596	AT2G18680.1	480770	Thhalv10022778m	Araha.19012s0002.1.p	NaN
22609	AT5G39010.1	947933	Thhalv10010912m	Araha.23532s0002.1.p	NaN
22615	AT2G18876.1	480844	Thhalv10022742m	Araha.6688s0001.1.p	NaN
22632	AT5G64813.1	496698	Thhalv10004519m	Araha.8092s0027.1.p	NaN
22644	AT5G15490.1	488394	Thhalv10013414m	Araha.2152s0024.1.p	NaN
22645	AT5G60080.1	496146	Thhalv10009373m	Araha.11355s0005.1.p	NaN
22664	AT2G34825.1	934083	Thhalv10017504m	Araha.46798s0001.1.p	NaN
22665	AT1G54290.1	474560	Thhalv10011880m	Araha.10136s0006.1.p	NaN
22672	AT4G17300.1	946502	Thhalv10024799m	Araha.5988s0001.1.p	NaN
22681	AT5G16050.1	893515	Thhalv10014395m	Araha.8674s0017.1.p	NaN
22683	AT1G12064.1	471355	Thhalv10009916m	Araha.6152s0006.1.p	NaN
22685	AT5G20360.1	488945	Thhalv10012833m	Araha.3775s0002.1.p	NaN
22724	AT1G26360.1	912415	Thhalv10007629m	Araha.41597s0003.1.p	NaN
22727	AT2G38890.2	482910	Thhalv10017720m	Araha.12970s0009.1.p	NaN
22745	AT5G42120.1	494821	Thhalv10005258m	Araha.14656s0006.1.p	NaN
22769	AT1G10190.1	890803	Thhalv10026983m	Araha.13314s0001.1.p	NaN
22775	AT5G07210.1	325337	Thhalv10016040m	Araha.4788s0002.1.p	NaN
22780	AT1G22090.1	912062	Thhalv10004573m	Araha.7166s0003.1.p	NaN
22788	AT5G08460.1	487685	Thhalv10016068m	Araha.17461s0010.1.p	NaN
22826	AT1G30950.1	922193	Thhalv10009319m	Araha.4837s0005.1.p	NaN
22829	AT3G27785.1	484568	Thhalv10005564m	Araha.10390s0005.1.p	NaN
22851	AT1G15910.1	471789	Thhalv10007054m	Araha.6467s0019.1.p	NaN
22868	AT3G25585.2	484318	Thhalv10004378m	Araha.5575s0001.1.p	NaN
22869	AT1G04220.1	470398	Thhalv10007349m	Araha.5204s0007.1.p	NaN
22880	AT4G14180.1	330097	Thhalv10027320m	Araha.1421s0005.1.p	NaN
22893	AT1G64107.1	315023	Thhalv10017528m	Araha.14228s0001.1.p	NaN
22902	AT1G56400.1	337821	Thhalv10015702m	Araha.10973s0001.1.p	NaN
22909	AT4G28775.1	945149	Thhalv10026957m	Araha.39643s0001.1.p	NaN
22913	AT3G10290.1	928717	Thhalv10021139m	Araha.1295s0001.1.p	NaN
22940	AT5G20260.1	326421	Thhalv10015371m	Araha.1252s0007.1.p	NaN
22946	AT4G17565.1	890457	Thhalv10027445m	Araha.4507s0005.1.p	NaN
22951	AT5G53200.1	357563	Thhalv10015741m	Araha.24710s0001.1.p	NaN
22957	AT3G17980.1	479285	Thhalv10022004m	Araha.2459s0002.1.p	NaN
22965	AT1G71200.1	908725	Thhalv10019063m	Araha.4747s0013.1.p	NaN
22969	AT5G06580.1	487468	Thhalv10013121m	Araha.6353s0006.1.p	NaN
22970	AT3G11000.2	478446	Thhalv10020540m	Araha.24867s0002.1.p	NaN
22973	AT1G21230.1	921093	Thhalv10006905m	Araha.13267s0002.1.p	NaN
22979	AT2G32835.1	925103	Thhalv10002825m	Araha.7030s0001.1.p	NaN
22994	AT1G13400.1	471495	Thhalv10009343m	Araha.14376s0001.1.p	NaN
23003	AT5G15840.1	488429	Thhalv10015486m	Araha.2816s0003.1.p	NaN
23004	AT5G55110.1	950163	Thhalv10014856m	Araha.25676s0005.1.p	NaN
23038	AT3G18360.1	479336	Thhalv10022101m	Araha.9570s0014.1.p	NaN
23042	AT5G54225.1	331769	Thhalv10015152m	Araha.2583s0002.1.p	NaN
23055	AT4G11030.1	352166	Thhalv10029385m	Araha.12964s0004.1.p	NaN
23061	AT1G29540.1	912760	Thhalv10009457m	Araha.40600s0003.1.p	NaN
23067	AT1G57580.1	897926	Thhalv10011090m	Araha.11613s0001.1.p	NaN
23076	AT1G13380.1	471492	Thhalv10008860m	Araha.13434s0001.1.p	NaN
23087	AT1G51930.1	923695	Thhalv10011984m	Araha.9757s0003.1.p	NaN
23091	AT2G46530.3	935633	Thhalv10001365m	Araha.3284s0025.1.p	NaN
23103	AT1G22570.1	912113	Thhalv10007239m	Araha.2296s0015.1.p	NaN
23111	AT1G08910.1	470965	Thhalv10007035m	Araha.5150s0022.1.p	NaN
23131	AT5G55410.2	495625	Thhalv10015912m	Araha.1819s0007.1.p	NaN
23133	AT2G24370.1	481293	Thhalv10000051m	Araha.5929s0004.1.p	NaN
23135	AT1G80140.1	316947	Thhalv10019484m	Araha.2878s0009.1.p	NaN
23161	AT1G23210.1	335563	Thhalv10007462m	Araha.5540s0012.1.p	NaN
23172	AT3G05060.1	928085	Thhalv10020473m	Araha.4531s0017.1.p	NaN
23181	AT1G76590.1	476817	Thhalv10019067m	Araha.3806s0003.1.p	NaN
23184	AT1G15210.1	471713	Thhalv10006563m	Araha.4433s0003.1.p	NaN
23211	AT1G35537.1	913416	Thhalv10026914m	Araha.58633s0001.1.p	NaN
23224	AT4G18190.1	890381	Thhalv10025436m	Araha.12146s0008.1.p	NaN
23225	AT4G31510.1	491586	Thhalv10026165m	Araha.10572s0011.1.p	NaN
23234	AT1G52670.1	923790	Thhalv10011715m	Araha.0363s0011.1.p	NaN
23242	AT1G52855.1	923818	Thhalv10012262m	Araha.48267s0003.1.p	NaN
23247	AT2G29490.1	481864	Thhalv10017660m	Araha.2769s0007.1.p	NaN
23248	AT5G11610.1	487999	Thhalv10013187m	Araha.10220s0001.1.p	NaN
23252	AT3G09450.1	341087	Thhalv10020118m	Araha.4860s0003.1.p	NaN
23261	AT4G32420.1	491484	Thhalv10024440m	Araha.25486s0005.1.p	NaN
23263	AT1G33020.1	473482	Thhalv10009829m	Araha.9027s0007.1.p	NaN
23270	AT1G07900.1	311843	Thhalv10008781m	Araha.22931s0001.1.p	NaN
23276	AT3G25850.1	484349	Thhalv10029489m	Araha.35606s0002.1.p	NaN
23278	AT3G58770.1	486331	Thhalv10005808m	Araha.67097s0002.1.p	NaN
