	Genename	ALY	ESA	AHA	AHA1
16670	AT2G27310.1	481630	Thhalv10002035m	NaN	14868
16697	AT1G14200.1	920308	Thhalv10009557m	NaN	180635
16747	AT4G36810.1	490952	Thhalv10025481m	NaN	104303
16803	AT3G49900.2	485350	Thhalv10010291m	NaN	34262
16808	AT3G59200.1	898881	Thhalv10006442m	NaN	153756
16819	AT2G36090.1	482585	Thhalv10016952m	NaN	179654
16823	AT1G52260.1	337380	Thhalv10011373m	NaN	43797
16827	AT1G44170.1	475854	Thhalv10011438m	NaN	120728
16839	AT5G28040.1	489637	Thhalv10005455m	NaN	124210
16879	AT1G62440.1	475099	Thhalv10023291m	NaN	24528
16887	AT4G12730.1	497154	Thhalv10025352m	NaN	83141
16893	AT1G07040.1	919426	Thhalv10007958m	NaN	24277
16918	AT4G14740.1	493425	Thhalv10025120m	NaN	3726
16940	AT2G18330.1	480742	Thhalv10022590m	NaN	31988
16942	AT1G45207.2	473846	Thhalv10011395m	NaN	59205
16943	AT1G21270.1	472363	Thhalv10009893m	NaN	76
16946	AT5G26160.1	489460	Thhalv10003582m	NaN	91396
16947	AT1G19400.1	472167	Thhalv10008308m	NaN	45745
16976	AT3G55420.1	485969	Thhalv10010708m	NaN	130521
16992	AT5G19260.1	488810	Thhalv10015905m	NaN	61471
16997	AT5G41870.1	493797	Thhalv10027765m	NaN	161000
17000	AT1G07010.3	470724	Thhalv10009773m	NaN	65344
17002	AT1G64480.1	314992	Thhalv10023688m	NaN	96288
17012	AT1G58280.2	907635	Thhalv10023600m	NaN	140593
17019	AT1G74720.1	476609	Thhalv10018050m	NaN	115531
17027	AT4G24110.1	945695	Thhalv10026087m	NaN	112555
17041	AT3G56820.1	486120	Thhalv10006232m	NaN	28766
17067	AT1G21680.1	472406	Thhalv10009943m	NaN	36418
17107	AT1G63320.1	475062	Thhalv10015983m	NaN	59950
17111	AT1G77210.1	927119	Thhalv10019827m	NaN	164372
17145	AT1G63250.1	924637	Thhalv10023287m	NaN	96292
17182	AT5G02370.1	487012	Thhalv10012980m	NaN	34646
17183	AT3G12030.1	478555	Thhalv10022159m	NaN	6378
17190	AT4G18390.1	493022	Thhalv10025465m	NaN	121695
17199	AT1G28080.1	313512	Thhalv10009825m	NaN	108273
17202	AT1G02305.1	918881	Thhalv10008009m	NaN	4482
17206	AT5G54530.1	495533	Thhalv10014885m	NaN	91486
17227	AT5G52600.1	916891	Thhalv10014754m	NaN	116583
17243	AT1G47710.1	923079	Thhalv10011558m	NaN	75094
17282	AT4G25790.1	492241	Thhalv10026254m	NaN	111711
17318	AT3G28740.1	484649	Thhalv10004055m	NaN	177270
17319	AT2G45680.1	483704	Thhalv10001528m	NaN	100695
17326	AT2G02710.1	484176	Thhalv10004326m	NaN	62031
17328	AT1G08090.1	334098	Thhalv10007338m	NaN	152374
17333	AT3G11930.3	478539	Thhalv10021565m	NaN	157958
17347	AT1G62500.1	475096	Thhalv10023531m	NaN	103181
17350	AT3G16210.1	929437	Thhalv10022274m	NaN	67455
17421	AT5G11590.1	487996	Thhalv10015895m	NaN	163382
17423	AT3G17611.1	929616	Thhalv10021096m	NaN	55345
17453	AT1G10270.1	471138	Thhalv10006738m	NaN	78087
17458	AT1G66130.1	925757	Thhalv10018755m	NaN	153831
17471	AT1G13250.1	471480	Thhalv10007975m	NaN	149010
17478	AT5G59060.1	932389	Thhalv10017884m	NaN	62134
17495	AT4G18335.1	493032	Thhalv10027023m	NaN	114280
17511	AT1G76220.1	476774	Thhalv10019774m	NaN	146167
17520	AT2G27370.1	933148	Thhalv10002094m	NaN	173626
17533	AT1G62990.1	475053	Thhalv10023617m	NaN	14082
17559	AT2G05160.1	480130	Thhalv10011072m	NaN	23560
17576	AT2G32300.1	482160	Thhalv10017076m	NaN	184351
17585	AT1G33760.1	922473	Thhalv10010002m	NaN	119428
17594	AT1G51680.1	923657	Thhalv10011357m	NaN	48908
17599	AT5G04720.1	487251	Thhalv10012720m	NaN	27629
17601	AT5G53350.1	949926	Thhalv10013106m	NaN	151905
17608	AT5G19080.1	941442	Thhalv10013842m	NaN	170510
17629	AT4G29800.2	491780	Thhalv10027483m	NaN	32658
17663	AT1G05340.1	470534	Thhalv10009262m	NaN	49636
17668	AT5G51280.1	949673	Thhalv10018325m	NaN	9585
17680	AT3G54300.1	938351	Thhalv10010674m	NaN	32070
17706	AT2G34830.1	482446	Thhalv10016714m	NaN	7110
17722	AT1G18010.1	472014	Thhalv10007558m	NaN	104024
17727	AT3G44718.1	484875	Thhalv10002746m	NaN	33651
17737	AT5G67300.1	951491	Thhalv10004676m	NaN	72633
17738	AT1G80120.1	927497	Thhalv10019134m	NaN	17705
17746	AT4G08330.1	489746	Thhalv10029030m	NaN	97141
17749	AT3G50470.1	485398	Thhalv10010714m	NaN	83983
17759	AT5G44210.1	494572	Thhalv10003431m	NaN	124634
17760	AT5G14180.1	325890	Thhalv10013682m	NaN	101513
17782	AT3G53220.1	485697	Thhalv10010819m	NaN	6040
17786	AT2G24580.1	481314	Thhalv10000150m	NaN	69339
17793	AT3G22550.1	318984	Thhalv10021330m	NaN	53831
17798	AT5G42880.1	331112	Thhalv10003156m	NaN	29037
17811	AT1G60010.1	475309	Thhalv10023720m	NaN	54181
17828	AT2G26360.1	320428	Thhalv10002008m	NaN	83463
17829	AT1G15020.2	471691	Thhalv10007339m	NaN	29969
17863	AT5G52545.1	916887	Thhalv10014901m	NaN	49112
17888	AT2G25000.1	481352	Thhalv10000288m	NaN	53648
17899	AT5G41850.1	493799	Thhalv10028271m	NaN	64478
17906	AT4G12320.1	490036	Thhalv10028580m	NaN	169740
17909	AT3G16160.1	904555	Thhalv10022304m	NaN	11270
17915	AT3G59850.1	486450	Thhalv10006416m	NaN	10194
17943	AT1G62680.1	924726	Thhalv10023397m	NaN	81481
17944	AT3G25230.2	480033	Thhalv10002468m	NaN	126415
17951	AT1G32780.1	473464	Thhalv10007838m	NaN	146210
17962	AT2G46540.1	483814	Thhalv10001742m	NaN	170796
17974	AT3G62660.1	486764	Thhalv10006055m	NaN	15308
18001	AT5G51770.1	357414	Thhalv10015950m	NaN	156851
18002	AT5G55940.1	950246	Thhalv10014684m	NaN	184707
18003	AT5G02840.1	324943	Thhalv10014025m	NaN	110342
18036	AT5G63350.1	496519	Thhalv10005356m	NaN	154342
18040	AT5G59130.1	497207	Thhalv10015748m	NaN	81618
18048	AT2G29940.1	481901	Thhalv10016143m	NaN	184219
18053	AT3G59600.1	938978	Thhalv10029046m	NaN	99498
18098	AT4G37250.1	944134	Thhalv10024484m	NaN	145752
18103	AT5G54510.1	950094	Thhalv10012997m	NaN	134129
18105	AT3G60200.1	486489	Thhalv10006502m	NaN	141000
18116	AT1G06330.1	311711	Thhalv10009000m	NaN	70387
18122	AT3G20015.1	929919	Thhalv10020671m	NaN	41297
18126	AT4G36990.1	490909	Thhalv10025906m	NaN	175305
18133	AT2G16750.1	480558	Thhalv10022595m	NaN	9747
18136	AT1G21010.1	921071	Thhalv10008766m	NaN	147685
18140	AT4G20030.1	492869	Thhalv10026477m	NaN	53896
18174	AT1G67660.1	926030	Thhalv10018787m	NaN	35526
18195	AT3G56900.1	486131	Thhalv10005968m	NaN	102405
18222	AT3G26900.1	484472	Thhalv10004751m	NaN	26521
18254	AT5G02260.1	939605	Thhalv10014430m	NaN	104864
18281	AT4G12030.2	490020	Thhalv10028698m	NaN	65817
18302	AT3G44220.1	937036	Thhalv10010725m	NaN	166834
18312	AT5G38110.1	494166	Thhalv10027833m	NaN	152569
18324	AT2G41800.1	483261	Thhalv10016810m	NaN	126369
18345	AT2G38330.1	482844	Thhalv10016494m	NaN	50144
18383	AT4G26130.1	492200	Thhalv10025915m	NaN	53862
18404	AT3G54690.1	485874	Thhalv10010498m	NaN	126388
18405	AT1G20020.1	472228	Thhalv10007988m	NaN	67896
18411	AT2G14530.1	480347	Thhalv10022706m	NaN	125588
18421	AT2G29650.1	481880	Thhalv10016491m	NaN	6923
18440	AT2G38940.1	482913	Thhalv10016497m	NaN	140497
18441	AT5G01820.1	486886	Thhalv10013496m	NaN	14819
18442	AT1G52920.1	914471	Thhalv10011533m	NaN	42771
18457	AT1G20340.1	472262	Thhalv10008749m	NaN	28254
18458	AT1G49000.1	474044	Thhalv10011830m	NaN	40962
18468	AT1G12610.1	471409	Thhalv10009978m	NaN	19589
18477	AT5G53330.1	949924	Thhalv10014603m	NaN	94678
18478	AT2G47770.1	483960	Thhalv10001647m	NaN	134119
18479	AT5G04700.1	325107	Thhalv10012899m	NaN	128354
18486	AT4G22290.1	492638	Thhalv10025202m	NaN	78459
18506	AT5G08300.1	487662	Thhalv10013993m	NaN	146395
18516	AT5G64410.1	496649	Thhalv10003716m	NaN	136940
18535	AT2G42360.1	483329	Thhalv10017175m	NaN	6852
18558	AT1G12440.1	471394	Thhalv10008959m	NaN	28280
18583	AT5G36170.1	493658	Thhalv10004205m	NaN	99791
18616	AT5G56350.1	495726	Thhalv10013331m	NaN	40162
18620	AT3G30210.1	484718	Thhalv10005370m	NaN	166540
18637	AT2G25420.1	932693	Thhalv10000070m	NaN	93778
18656	AT1G63990.1	474957	Thhalv10023831m	NaN	19339
18666	AT3G22530.1	904901	Thhalv10021506m	NaN	15739
18680	AT4G05120.1	943294	Thhalv10028692m	NaN	34321
18684	AT3G54900.1	938418	Thhalv10010760m	NaN	79525
18691	AT1G25682.1	912447	Thhalv10008252m	NaN	96019
18701	AT2G15090.1	480389	Thhalv10022669m	NaN	111747
18707	AT3G10960.1	478437	Thhalv10020384m	NaN	35262
18708	AT5G43460.1	497403	Thhalv10003280m	NaN	114960
18709	AT4G28950.1	945129	Thhalv10026246m	NaN	25330
18719	AT4G34220.1	491249	Thhalv10024498m	NaN	12021
18724	AT5G43870.1	331018	Thhalv10003209m	NaN	40758
18750	AT4G11660.1	943031	Thhalv10028744m	NaN	16137
18762	AT4G02740.1	490282	Thhalv10029278m	NaN	133848
18765	AT1G77400.1	476904	Thhalv10019445m	NaN	125362
18771	AT4G29760.1	889149	Thhalv10026005m	NaN	160961
18786	AT4G16095.1	493277	Thhalv10023659m	NaN	46280
18815	AT3G18050.1	929671	Thhalv10021078m	NaN	103530
18825	AT5G62820.1	951069	Thhalv10004696m	NaN	15394
18829	AT1G73880.1	926767	Thhalv10018506m	NaN	74635
18857	AT2G44440.1	483568	Thhalv10001461m	NaN	179495
18867	AT3G19380.1	479456	Thhalv10022190m	NaN	78948
18890	AT5G53592.1	887668	Thhalv10023781m	NaN	21486
18925	AT1G22710.1	472513	Thhalv10009321m	NaN	90522
18933	AT2G36570.1	321364	Thhalv10016353m	NaN	27466
18951	AT1G29041.1	313572	Thhalv10009545m	NaN	37350
18953	AT3G55000.1	938428	Thhalv10010647m	NaN	81868
18955	AT3G23360.1	342480	Thhalv10021342m	NaN	6459
18961	AT3G20340.1	929960	Thhalv10021814m	NaN	143253
18978	AT5G43780.1	494627	Thhalv10003175m	NaN	38926
18984	AT1G71450.1	476276	Thhalv10019659m	NaN	134306
18991	AT1G55850.1	337666	Thhalv10011262m	NaN	109887
18992	AT3G03000.1	477546	Thhalv10021666m	NaN	111812
18998	AT3G48850.1	937652	Thhalv10010467m	NaN	11668
18999	AT1G62480.1	475097	Thhalv10023732m	NaN	13470
19024	AT5G49280.1	494989	Thhalv10005027m	NaN	5698
19026	AT1G80450.1	477207	Thhalv10019207m	NaN	33812
19032	AT5G19875.1	941538	Thhalv10015028m	NaN	20513
19050	AT1G16030.1	471804	Thhalv10007031m	NaN	133437
19076	AT5G54110.1	495490	Thhalv10014374m	NaN	161952
19080	AT2G23790.1	932377	Thhalv10000226m	NaN	99706
19085	AT3G54050.1	485801	Thhalv10010414m	NaN	6212
19116	AT1G24100.1	921468	Thhalv10007574m	NaN	16105
19118	AT1G61930.1	475139	Thhalv10023699m	NaN	105544
19123	AT3G27050.1	936430	Thhalv10004992m	NaN	119021
19127	AT2G47200.1	322367	Thhalv10001698m	NaN	31124
19132	AT4G25990.2	354188	Thhalv10025322m	NaN	64373
19143	AT5G16040.1	488454	Thhalv10013742m	NaN	36919
19145	AT5G53290.1	949919	Thhalv10013898m	NaN	45028
19147	AT1G01990.1	470075	Thhalv10008646m	NaN	30860
19163	AT1G55460.1	474601	Thhalv10011527m	NaN	150341
19196	AT4G35170.1	491133	Thhalv10025836m	NaN	177489
19199	AT1G47480.1	473890	Thhalv10012081m	NaN	79947
19234	AT1G48310.1	923159	Thhalv10011287m	NaN	21704
19244	AT1G54410.1	474716	Thhalv10023775m	NaN	56227
19245	AT4G26950.1	492103	Thhalv10027587m	NaN	106164
19260	AT3G20000.1	479518	Thhalv10021197m	NaN	104560
19276	AT4G29270.1	889208	Thhalv10025999m	NaN	35042
19309	AT1G48200.1	913849	Thhalv10011824m	NaN	139339
19330	AT1G67740.1	475878	Thhalv10019165m	NaN	49460
19344	AT3G48690.1	485224	Thhalv10010541m	NaN	182444
19358	AT1G71880.1	926547	Thhalv10018412m	NaN	52576
19365	AT2G15000.4	480380	Thhalv10022939m	NaN	92979
19384	AT1G76410.1	316562	Thhalv10019183m	NaN	97604
19387	AT1G27130.1	472690	Thhalv10008691m	NaN	24742
19389	AT1G36060.1	473706	Thhalv10003485m	NaN	134813
19426	AT3G19760.1	479492	Thhalv10020832m	NaN	18252
19432	AT5G49530.1	495012	Thhalv10003751m	NaN	77177
19437	AT4G25220.1	492311	Thhalv10024964m	NaN	157424
19454	AT1G63540.1	475001	Thhalv10023337m	NaN	993
19456	AT5G52390.1	949794	Thhalv10014733m	NaN	26825
19482	AT3G52430.1	938122	Thhalv10011112m	NaN	141496
19495	AT3G29760.1	896971	Thhalv10004387m	NaN	3944
19504	AT1G76060.1	476757	Thhalv10019271m	NaN	51129
19511	AT4G33360.1	888757	Thhalv10025657m	NaN	34179
19513	AT1G01540.2	470125	Thhalv10007528m	NaN	36576
19518	AT5G04190.1	939816	Thhalv10015710m	NaN	140009
19524	AT2G21100.1	480959	Thhalv10000677m	NaN	25902
19528	AT3G22680.1	905301	Thhalv10021679m	NaN	16064
19529	AT2G41870.1	483270	Thhalv10017761m	NaN	183238
19570	AT2G27130.1	481600	Thhalv10002172m	NaN	61520
19583	AT1G57990.1	475452	Thhalv10023510m	NaN	86926
19588	AT2G38860.2	482901	Thhalv10016752m	NaN	112108
19597	AT3G22330.1	479746	Thhalv10020290m	NaN	141692
19624	AT3G25700.1	484331	Thhalv10004188m	NaN	30107
19626	AT1G62660.1	907175	Thhalv10023331m	NaN	88903
19629	AT5G08260.1	940287	Thhalv10013179m	NaN	97849
19633	AT5G04660.1	487247	Thhalv10016078m	NaN	15650
19636	AT5G03760.1	487155	Thhalv10013220m	NaN	65982
19638	AT1G07750.1	470808	Thhalv10008034m	NaN	135012
19650	AT1G27650.1	472969	Thhalv10008280m	NaN	148613
19652	AT5G56940.1	950366	Thhalv10014987m	NaN	149949
19655	AT4G29740.2	889155	Thhalv10024918m	NaN	23868
19671	AT5G59220.1	496034	Thhalv10013567m	NaN	22633
19687	AT5G63160.1	951117	Thhalv10004447m	NaN	100986
19688	AT4G14790.1	890839	Thhalv10025349m	NaN	133280
19703	AT2G33150.1	482251	Thhalv10016622m	NaN	54323
19707	AT3G44150.1	897167	Thhalv10010660m	NaN	61835
19730	AT4G22260.1	492640	Thhalv10025624m	NaN	160437
19731	AT1G27480.1	921786	Thhalv10007681m	NaN	162176
19732	AT3G47810.2	937525	Thhalv10010746m	NaN	43524
19738	AT2G44420.1	935376	Thhalv10001527m	NaN	168022
19739	AT5G19040.1	941436	Thhalv10015859m	NaN	40351
19800	AT1G11950.1	471347	Thhalv10006772m	NaN	116247
19804	AT2G38060.1	482813	Thhalv10017818m	NaN	184050
19822	AT3G23490.1	479859	Thhalv10021585m	NaN	170488
19833	AT1G71830.1	926538	Thhalv10019435m	NaN	38888
19834	AT1G69920.1	951872	Thhalv10019031m	NaN	100858
19841	AT5G22380.1	489094	Thhalv10014563m	NaN	70578
19846	AT5G13860.1	488210	Thhalv10013854m	NaN	80320
19870	AT1G22270.1	472463	Thhalv10009116m	NaN	59388
19877	AT2G14660.1	319455	Thhalv10023010m	NaN	98030
19879	AT5G16370.1	488489	Thhalv10016036m	NaN	769
19893	AT4G29190.1	491837	Thhalv10025226m	NaN	168941
19896	AT4G15530.5	946761	Thhalv10024330m	NaN	20019
19912	AT3G48870.1	485240	Thhalv10010105m	NaN	60353
19927	AT1G17190.1	471922	Thhalv10008734m	NaN	143970
19928	AT5G60490.1	496195	Thhalv10014491m	NaN	29982
19942	AT5G16230.1	488473	Thhalv10013713m	NaN	153889
19968	AT5G65925.1	358793	Thhalv10005632m	NaN	19855
19977	AT2G33710.2	482320	Thhalv10017235m	NaN	86504
19982	AT5G41120.1	493863	Thhalv10027670m	NaN	64156
19996	AT2G44130.1	483537	Thhalv10001782m	NaN	7813
19998	AT5G05140.1	487303	Thhalv10013510m	NaN	161371
20043	ATCG00350.1	315547	Thhalv10011033m	NaN	60956
20047	AT1G56670.1	474829	Thhalv10023535m	NaN	57785
20066	AT1G52310.1	474346	Thhalv10011366m	NaN	26054
20097	AT5G12950.1	940758	Thhalv10012662m	NaN	81262
20109	AT3G59990.1	486467	Thhalv10005983m	NaN	18013
20128	AT1G53345.1	314659	Thhalv10011996m	NaN	37786
20155	AT3G51760.1	938039	Thhalv10010652m	NaN	110429
20158	AT4G16563.1	946589	Thhalv10024791m	NaN	154674
20196	AT1G09070.1	470988	Thhalv10008221m	NaN	15865
20201	AT4G12640.1	333080	Thhalv10023280m	NaN	115316
20207	AT3G17130.1	929555	Thhalv10021610m	NaN	104635
20229	AT1G72520.1	476385	Thhalv10018089m	NaN	145400
20236	AT3G02580.1	477495	Thhalv10021274m	NaN	132979
20239	AT5G58500.1	950561	Thhalv10014789m	NaN	15217
20247	AT2G24940.1	932607	Thhalv10000388m	NaN	178330
20250	AT2G17880.1	480688	Thhalv10022892m	NaN	64751
20251	AT2G47450.1	935733	Thhalv10000208m	NaN	127628
20259	AT4G21280.2	492755	Thhalv10026172m	NaN	43125
20261	AT3G59010.1	938912	Thhalv10005885m	NaN	143610
20293	AT2G35240.1	934136	Thhalv10017195m	NaN	9905
20300	AT1G16390.1	471835	Thhalv10007377m	NaN	80372
20357	AT1G31940.1	473384	Thhalv10008962m	NaN	3504
20359	AT4G33730.1	944549	Thhalv10027251m	NaN	81002
20375	AT5G01790.1	939481	Thhalv10014604m	NaN	155539
20384	AT1G31240.1	922589	Thhalv10009828m	NaN	165364
20385	AT3G47640.1	485129	Thhalv10010670m	NaN	87106
20395	AT1G59940.1	907481	Thhalv10023662m	NaN	37754
20401	AT3G22690.1	479783	Thhalv10020066m	NaN	36949
20402	AT1G63030.1	475045	Thhalv10023865m	NaN	135339
20409	AT4G13520.1	493557	Thhalv10026745m	NaN	59630
20411	AT4G24680.1	329195	Thhalv10024213m	NaN	85144
20413	AT4G15990.1	493283	Thhalv10026998m	NaN	2635
20430	AT1G12020.1	471351	Thhalv10010010m	NaN	11854
20433	AT2G20490.1	480876	Thhalv10002146m	NaN	56002
20456	AT1G80760.1	477170	Thhalv10018924m	NaN	31710
20491	AT5G23730.1	941899	Thhalv10005519m	NaN	8678
20503	AT1G27670.1	921816	Thhalv10008556m	NaN	129123
20508	AT1G11700.1	471309	Thhalv10008790m	NaN	97308
20540	AT1G75860.1	476734	Thhalv10019693m	NaN	73627
20545	AT1G34060.1	473561	Thhalv10010020m	NaN	88815
20549	AT3G12040.1	478556	Thhalv10021378m	NaN	13446
20551	AT3G57450.1	486190	Thhalv10006420m	NaN	87368
20590	AT4G22240.1	945904	Thhalv10025758m	NaN	40841
20595	AT4G22250.1	492641	Thhalv10026221m	NaN	49466
20608	AT5G55960.1	950248	Thhalv10012921m	NaN	94326
20619	AT5G44580.1	948645	Thhalv10001085m	NaN	13647
20623	AT5G48180.1	494872	Thhalv10004595m	NaN	29618
20646	AT2G20950.4	480944	Thhalv10000105m	NaN	15158
20676	AT4G13200.1	497076	Thhalv10026263m	NaN	149407
20698	AT3G25190.1	480028	Thhalv10002660m	NaN	76033
20728	AT4G14145.1	355402	Thhalv10026557m	NaN	5813
20731	AT1G60870.1	924960	Thhalv10023746m	NaN	43707
20743	AT4G23885.1	945721	Thhalv10026982m	NaN	130676
20753	AT3G21630.1	479684	Thhalv10020310m	NaN	126001
20756	AT3G24715.1	319179	Thhalv10002378m	NaN	2396
20788	AT5G52450.1	949805	Thhalv10013374m	NaN	22647
20793	AT2G39000.1	482919	Thhalv10017009m	NaN	5
20794	AT5G61000.1	496254	Thhalv10003822m	NaN	35213
20817	AT2G28430.1	933177	Thhalv10017488m	NaN	57263
20820	AT2G36800.1	482660	Thhalv10016558m	NaN	76628
20822	AT2G32270.1	320968	Thhalv10016884m	NaN	134579
20846	AT2G04100.1	480065	Thhalv10002904m	NaN	62300
20861	AT5G19590.1	488853	Thhalv10014922m	NaN	181662
20864	AT1G66750.1	475772	Thhalv10018801m	NaN	117960
20875	AT4G33666.1	944559	Thhalv10027095m	NaN	124722
20878	AT5G48040.1	949163	Thhalv10005600m	NaN	93171
20885	AT1G30080.1	912819	Thhalv10007753m	NaN	1179
20892	AT5G65620.1	951411	Thhalv10003666m	NaN	7201
20901	AT5G63840.1	951196	Thhalv10003620m	NaN	152294
20912	AT2G23340.1	481204	Thhalv10000354m	NaN	42066
20948	AT5G05950.1	487395	Thhalv10014825m	NaN	35873
20972	AT4G26965.1	492100	Thhalv10026517m	NaN	125911
20973	AT4G13990.1	947019	Thhalv10024922m	NaN	26401
20984	AT1G05680.1	470572	Thhalv10007603m	NaN	110997
21001	AT5G43020.1	494701	Thhalv10003161m	NaN	142978
21005	AT3G10670.1	478401	Thhalv10021097m	NaN	1436
21036	AT1G76230.1	476775	Thhalv10009529m	NaN	112418
21048	AT3G43720.1	484810	Thhalv10002676m	NaN	55440
21051	AT5G49300.1	949422	Thhalv10005103m	NaN	47089
21063	AT2G40150.1	483061	Thhalv10016723m	NaN	36062
21065	AT1G64020.1	474954	Thhalv10024078m	NaN	41194
21072	AT5G15770.1	941065	Thhalv10014892m	NaN	98852
21080	AT3G17640.1	479245	Thhalv10022092m	NaN	155766
21085	AT4G14600.1	921939	Thhalv10009065m	NaN	117374
21089	AT3G16770.1	929509	Thhalv10021421m	NaN	4099
21140	AT3G20460.1	497320	Thhalv10020647m	NaN	68135
21146	AT1G19380.1	472165	Thhalv10008999m	NaN	146337
21150	AT5G10770.1	325615	Thhalv10013429m	NaN	115204
21175	AT1G78830.1	477046	Thhalv10018557m	NaN	51166
21176	AT2G29680.1	900741	Thhalv10016540m	NaN	124060
21195	AT5G23910.1	489253	Thhalv10005649m	NaN	94306
21200	AT2G15590.2	480419	Thhalv10022992m	NaN	79718
21208	AT3G49750.1	485337	Thhalv10010947m	NaN	16705
21217	AT4G32290.1	491501	Thhalv10025453m	NaN	102563
21234	AT2G36620.1	482640	Thhalv10017341m	NaN	80818
21256	AT4G19645.1	492902	Thhalv10025981m	NaN	92993
21282	AT3G44720.1	484876	Thhalv10003028m	NaN	19311
21289	AT3G44730.1	484877	Thhalv10002379m	NaN	54836
21290	AT4G27620.1	945285	Thhalv10025690m	NaN	7045
21297	AT3G22250.1	930204	Thhalv10020711m	NaN	104453
21327	AT4G21090.2	492779	Thhalv10026290m	NaN	5613
21339	AT5G26230.1	489466	Thhalv10004558m	NaN	182595
21342	AT5G46720.1	948269	Thhalv10001053m	NaN	57601
21362	AT1G60000.1	475310	Thhalv10023650m	NaN	6751
21367	AT1G10960.1	471234	Thhalv10009020m	NaN	14944
21378	AT1G26390.1	472780	Thhalv10007336m	NaN	136343
21380	AT5G06430.1	892570	Thhalv10014748m	NaN	57990
21383	AT3G48090.1	485169	Thhalv10010232m	NaN	43360
21384	AT3G14700.1	929248	Thhalv10022422m	NaN	132084
21387	AT4G37320.1	490888	Thhalv10011421m	NaN	173880
21388	AT5G53110.1	495378	Thhalv10013815m	NaN	82031
21427	AT4G23590.1	492508	Thhalv10025293m	NaN	48667
21430	AT4G37400.1	328029	Thhalv10027443m	NaN	69718
21458	AT1G23280.1	472150	Thhalv10008312m	NaN	34020
21476	AT1G23390.1	472601	Thhalv10007835m	NaN	119053
21482	AT3G62780.1	486780	Thhalv10006364m	NaN	8660
21494	AT3G51330.1	937994	Thhalv10010302m	NaN	167623
21497	AT3G13175.1	478694	Thhalv10022264m	NaN	106697
21515	AT1G49380.1	474076	Thhalv10011363m	NaN	26882
21543	AT5G17820.1	488648	Thhalv10014171m	NaN	4789
21556	AT1G59820.1	475328	Thhalv10023222m	NaN	69331
21568	AT5G16520.1	488508	Thhalv10012976m	NaN	42103
21579	AT5G56090.1	950263	Thhalv10013497m	NaN	181869
21584	AT4G13270.1	497058	Thhalv10026222m	NaN	11890
21634	AT4G00895.1	490476	Thhalv10028990m	NaN	171220
21648	AT1G48960.1	474041	Thhalv10011768m	NaN	166952
21671	AT4G28660.2	945162	Thhalv10026347m	NaN	77781
21678	AT2G02290.1	941873	Thhalv10000277m	NaN	109315
21683	AT2G24220.1	343982	Thhalv10000469m	NaN	19687
21686	AT5G41950.1	493790	Thhalv10027708m	NaN	53060
21688	AT3G48520.1	485210	Thhalv10011125m	NaN	120851
21716	AT1G55535.1	474613	Thhalv10011735m	NaN	27911
21732	AT1G17345.1	471938	Thhalv10009429m	NaN	116127
21745	AT1G49130.1	923270	Thhalv10011633m	NaN	63026
21762	AT4G18250.1	493041	Thhalv10024664m	NaN	171242
21763	AT3G44820.1	484882	Thhalv10002437m	NaN	41616
21790	AT2G37860.3	482793	Thhalv10016685m	NaN	319
21803	AT5G47110.1	948204	Thhalv10000997m	NaN	97708
21827	AT2G30550.2	481969	Thhalv10016488m	NaN	82463
21829	AT1G49670.2	337119	Thhalv10011316m	NaN	155074
21831	AT2G32920.1	482234	Thhalv10016663m	NaN	61335
21865	AT5G14170.1	488249	Thhalv10013213m	NaN	156332
21866	AT3G45980.1	484977	Thhalv10002699m	NaN	45910
21878	AT4G15770.1	329936	Thhalv10026330m	NaN	137173
21880	AT1G67340.1	925982	Thhalv10018922m	NaN	47540
21889	AT4G10630.1	489910	Thhalv10028781m	NaN	154836
21911	AT3G26050.1	484367	Thhalv10005378m	NaN	15854
21931	AT5G67490.1	951466	Thhalv10005175m	NaN	128701
21932	AT2G30120.2	481922	Thhalv10017024m	NaN	116871
21934	AT1G25510.1	921665	Thhalv10009899m	NaN	19113
21936	AT3G54290.1	485826	Thhalv10010495m	NaN	3437
21949	AT3G46900.1	485061	Thhalv10010785m	NaN	28689
21961	AT3G55950.1	938542	Thhalv10005797m	NaN	101413
21986	AT5G39640.1	918788	Thhalv10017769m	NaN	50100
21990	AT1G21695.1	472409	Thhalv10009307m	NaN	29582
22015	AT3G23440.1	479857	Thhalv10022231m	NaN	17101
22030	AT1G19430.1	920897	Thhalv10006932m	NaN	18898
22044	AT1G66880.1	925909	Thhalv10018045m	NaN	79575
22070	AT4G30650.1	944923	Thhalv10026723m	NaN	8336
22073	AT3G16860.1	929526	Thhalv10020239m	NaN	4133
22076	AT1G79730.1	477298	Thhalv10018561m	NaN	177034
22102	AT5G16470.1	488501	Thhalv10015095m	NaN	115648
22106	AT4G10430.1	942853	Thhalv10028773m	NaN	72871
22147	AT1G69240.1	476051	Thhalv10018532m	NaN	26170
22152	AT3G25220.1	930656	Thhalv10002679m	NaN	117761
22154	AT2G19580.1	931437	Thhalv10002073m	NaN	101167
22158	AT2G17070.1	931554	Thhalv10022962m	NaN	113663
22173	AT5G40720.1	493908	Thhalv10028205m	NaN	23055
22189	AT1G17380.1	312706	Thhalv10008415m	NaN	63407
22195	AT4G15280.1	946800	Thhalv10025075m	NaN	33277
